uuid,paragraphs
255ddf17-2b24-492b-a65e-e724674e8e72,"जनम के रसम मा सूप मा अनाज,गौर,सुपारी रखके नाउन पूजा-पाठ करावा थीं अउर नामकरण के रसम मा पान पय सुपारी सोना रख के राशी कय नाव काने मा बोला जा थय । जनम के रसम मा सूप,अनाज,गौर,सुपारी,लोहबान अउर नामकरण के रसम मा पान सुपारी,स्वर्ण सब चीज लागा थय ।"
2dd3c42d-c2ee-41d1-9936-e4e0be1e49ce,"लडिका कय नामकरण लडिका कय दादा करा थीं अउर हाथें मा पान-सुपारी,स्वर्ण लयके राशी कय नाम लडिका के काने मा बोला जा थय । जनम के रसम लडिका के बुआ,माता-पिता तथा पंडित अउर नाउन मिलके करा थीं अव नामकरण कय रसम लडिका कय दादा करा थें ।"
8c791c15-9cc8-49fd-94d7-187195f0d435,"जनम अउर नामकरण के रसम के बाद एक भोज हो थय जेहमन सबै सब रिश्तेदार,परिवार,गाँव तथा समाज के सब लोगन का बोलावा जा थय येहमन खास तौर पूडी-सब्जी,दाल-चावल तथा अउर कइव प्रकार कय खाना बना थय । लरिका कय जनम अउर नामकरण कय समय कय रसम लरिका कय माता-पिता,दादा-दादी तथा बुआ करा थें अउर खर्चा माता-पिता उठावा थें ।"
fc3286dc-161f-4a94-aedb-04eea43a3798,जनम अउर नामकरन कय रसम अलग-अलग जगह पय अलग-अलग तरीके से कीन जा थय । हमरे समाज मा लडिका-लडकी शादी से पहिले केवल गोदभराई नामक रसम मा मिला थें। वोकरे बाद शादी के बाद ही मिला थीं शादी के पहिले नही मिल सकतें ।
b61758c8-3c97-4739-ae7e-8e7e098ed253,हमरे समाज मा लडकी के शादी के लिये लडकी के माता-पिता लडिका के घर लडकी कय रिश्ता लयके जा थें अउर शादी कय बात-चीत करा थें । लडकी के लिये लडका अउर लडका के लिये लडकी खोजय कय जिम्मेदारी मुख्यत: लडकी के माता-पिता कय हो थय ।
63553026-85b9-4612-bd56-97767f38991f,"हमरे समाज मा विवाह से सम्बन्धित रसम मा द्वार-पूजा,पांव-पूजा,विवाह,खिचडी,थैली अउर परछन नामक रसम हो थय । वियाह कय रसम घर के बाहर माडव मा तथा घर के भीतर कोहवर मा हो थय अउर ई रसम मुख्यत:रात मा हो थय ।"
ba805aa3-c90d-4056-aa8e-7cafff0614ee,"बियाह से सम्बन्धित रसम मा बरात आवा थय ,द्वार-पूजा हो थय, ,पाँव-पूजा हो थय,कन्यादान हो थय वोकरे बाद सुबह खिचडी हो थय थैली हो थय परछन हो थय अउर ई सब कय उददेश्य केवल विवाह का सम्पन्न कराउब अहय ।"
2445136a-cb0a-47ef-b93d-70ebbb372eb0,"बियाह के रसम कय दिन अउर समय मुहुर्त अउर लगन के हिसाब से पंडित जी पंचाग देख के निश्चित करा थें । बियाह के रसम मा मामा-मामी,नाना-नानी,बुआ-फ़ूफ़ा,मौसा-मौसी,दीदी-जीजा अउर अन्य रिश्तेदार जेतना हयं गाँव अउर समाज के सब लोग न्योता जा थें ।"
172d6cfb-f07f-48cf-ab89-29138dbaee63,"बियाह के रसम मा दुल्हा अव दुल्हिन पूरब के दिशा मा मुँह कयके बैठा थें बाकी अउर अन्य लोगन के खातिर कोनव दिशा निर्धारित नही अहय जेहमुन मूड कहय बैठ सका थीं । बियाह के रसम मा पाव-पूजा हो थय जेहमन लडकियय के माता-पिता अउर अन्य रिश्तेदार श्रेष्ठ,विवाहित लोग लडकी अव लडका के पाँव-पूजा थें अउर विवाह के रसम नाउन,धोबिन,बुआ मिलके सम्पन्न करावा थीं ।"
9a14c2b0-664c-4137-92b0-5701e9b4dca4,"बिवाह के रसम मा हलदी,चन्दन,लावा,छूल की लकडी,अउर सिन्दूर,मूसर,खैलर,लोढा अउर कइव चीज लागा थें । बिवाह कय रसम लडकी के माता-पिता,पंडित,नाउन,धोबिन,बुआ आदि सब लोग मिल ले करा थें । बियाह के पहिले मायन के रसम मा भोज हो थय जेहमन पूडी-सब्जी,दाल-चावल,रोटी,दही-बडा सब कुछ बना थय अउर बियाह के बाद भोजरउट कय पूजा हो थय जेहमन दाल-चावल,सब्जी-रोटी,कढी,दही-बडा अउर खीर अउर फ़ुल्लौरी अउर उरद कय दाल,अरहर कय दाल अउर कई तरह कय भोज बना थें ।"
0d70ede8-bf57-4e69-a827-41c1e16a2fed,"बियाह के रसम कय व्यवस्था लडकी-लडका के माता-पिता करा थें अव खर्चा भी माता-पिता उठावा थें । बियाह के रसम मा बारात आवा थय बारात आये के बाद दुआरे कय पूजा हो थय दुआरे के पूजा के बाद जयमाल हो थय,जयमाल ले बाद पाव-पूजा हो थय,पाव-पूजा के बाद कन्यादान हो थय। फ़िर विवाह हो थय फ़िर सुबह खिचडी हो थय खिचडी के बाद थैली हो थय। थैली के बाद परछ्न हो थय अउर वोकरे बाद वि लडकी कय विदाई हो थय। येकरे बाद विवाह सम्पन्न होय जा थय ।"
68244496-0f06-4b6d-b4e3-ff9e2bf86e85,"मृत कय रसम सामान्यत: बगिया मा अउर दुआरे हो थय अउर यह दिन मा हो थय । मृत के रसम मा दस दिन पय बार बना थय ग्यारहें दिन श्राद्ध हो थय,तेरा दिन पय तेरही हो थय अउर एक साल के अन्दर बरखी हो थय इहकय सबकय उद्देश्य केवल मृत आत्मा कय शान्ति कय हो थय ।"
d7afce55-40ee-4cd5-9dc3-642d2c66e34d,मृत के रसम मा सबय रिश्तेदार गाँव तथा समाज के सब लोगन का न्योता जा थय । मृत के रसम मा मृत कय रसम निभावय वाला मुख्यत:दक्षिन दिशा मा मुँह कयके बैठा थय अउर सब लोग चाहे जौने दिशा मा मुँह कयके बैठयं ।
47f0d167-8175-4746-8e9a-62c19d8304be,मृत के रसम मा दस दिन पय बार बना थय जेहमा घर के सभी पुरुष का बार बनवावय का परा थय ग्यारह दिन पय श्राद्ध हो थय जेहमा मृत आत्मा के लिये कुछ विशेष रसम हो थय ग्यारह पिण्डा बनावा जा थय पिण्डा कय पूजा हो थय तथा तेरा दिन पय तेरही हो थय जेहमन मृत आत्मा के शान्ति के लिये कुछ रसम कीन जात है अउर रसम सम्पन्न भये के बाद एक भोज कीन जात है ई मृत्यु के रसम कय विधि आय ।
3c782122-6c5e-4cbc-8b8c-dbfec578811a,"मृत्यु के रसम मा बाँस,चन्दन की लकडी,फ़ूल,माला,घी,हलदी,सफ़ेद कफ़न,तथा तेरही अउर श्राद्ध की रसम मे भात के लडडू,जेहका पिण्डा कहा जा थय आदि चीज लागा थय । मृत्यु कय रसम पुत्र अउर नाती करा थें अगर पुत्र नही अहयं तव पति मृत्यु कय रसम करा थय ।"
1071789f-f8d5-49c0-8ded-320c985028c1,"मृत्यु के ग्यारहें दिन श्राद्ध मा दाल-चावल,सब्जी-रोटी,अउर तेरही वाले दिन पूडी-सब्जी श्राद्ध वाले दिन पूडी-सब्जी अउर आप जो चाहैं बनवाय सका थें । मृत कय अर्सम कय खर्च मृत आत्मा के पुत्र,नाती या पिता उठावा थें । मृत आत्मा का मृत के बाद सफ़ेद कफ़्फ़न मा लपेट के अन्तिम संस्कार के लिये लै जावा जा थय हुँआ उनकय उनका दफ़नावा या जलावा जा थय ई रसम पिता-पति या पुत्र करा थें वोकरे बाद दस दिन पय बार बन थय ग्यारहें दिन श्राद्ध हो थय तेरा दिन पय तेरही हो थय अउर एक साल के अन्दर बरखी हो थय येकरे बाद मृत आत्मा का शान्ति मिला थय ।"
8f197234-cd2b-4a5a-bcf4-977f71f89a80,जादातर जनम कय रसम अव नामकरन कय रसम पंडित जी पत्रा देख के बतावा थीं कौने समय पय होये कौने जगह पय होये तव समय तव या तो दोपहर रहा थय या तव दिन रहा थय अउर या तौ आँगन मा हो थय या तौ घर के बाहर हो थय ।
48316d09-46d9-40f4-8128-b8f7bdb6682a,जनम अउर नामकरण के सम्बन्धित अं जनम से सम्बन्धित तव तौ दुइ रसम हो थय एक तौ साँथर हो थय जौन की बच्चा नही पैदा भा रहा थय तव सात महीना पय हो थय अउर एक हो थय निकासन। निकासन मा बच्चा का सात या नव दिन पय पंडित जी के बताये के अनुसार के निकाला जा थय और एक बडा सा मतलब न्योता टाइप या ऐसे सेलिब्रेशन टाइप करते हैं करा थीं वोहमा सब रिश्तेदार बोलावा जा थी। अव वही समय पय नामकरण हो थय अव इ सब रसम यह बरे कीन जा थय की जब बच्चा पैदा हो थय तव बहुत अपवित्र माना थीं बहुत गन्दगी हो गया बहुत अपबित्र तव आपन पवित्र करने के लिए मतलब निकाल दीन जा थय जब सब लरिका का छुय सका थीं पवित्र होय गा। वही दिन से वोहकय नाम राशी कय नाम बोलावय वाला नाम सब सुनिश्चित कय दीन जा थय अव पंडित जी या देवर ।
23858bb0-eddb-4869-b8b0-622ff0cc61f7,जनम अउर नामकरण कय रसम पंडित जी के द्वारा निश्चित कीन जा थय की कौने दिन होये कब होये अउर समय इ सब पंडित जी पत्रा देख के विचार के फ़िर बतावा थीं वोहके मतलब जौन ई बतावा थी जानकारी दिया थीं वोहके बदले दान-दक्षिना के रुप मा पैसा वगैरह लिया थीं ।
21a73e88-3343-469e-83cc-506ce0f0ca3c,जनम अउर नामकरन के रसम मा लडकी के परिवार वाला अव रिश्तेदार पूरा न्योता जा थीं अव लडका के परिवार वाले अव पूरा परिवार अव गाँव के पूरा लोग बुआ या फ़िर बुआ का तौ मेन काम रहा थय काजर लगावय का तौ उनका तौ जरुर से जरुर बोलावा जा थय अव नामकरण जो बच्चे का चाचा जौन हो थीं वे करा थीं तौ उनका सबका पंडित का अव नाउ का न्योता जा थय ।
b9cd2320-e5ad-458d-8ae2-1343fbc26a61,जनम अउर नामकरण के रसम मा मनई पूरब दिशा की तरफ़ मुँह कयके बैठा थीं यही मुख्य दिशा हो थय । लरिका कय नामकरण लरिका कय चाचा करा थीं अउर लरिका के कान मा जाय के राशी कय नाम बोला थीं अउर पान-सुपारी अउर वोहके साथे सोना लइके कान मा राशी कय नाव बोला थीं अव फ़िर वोहके बाद चाचा जौन रहा थीं उनका नेग के तौर पय कुछ पैसा या फ़िर सोना-चाँदी दीन जात है ।
b0c5c02a-2eda-4dba-b127-fa65a5dbdf97,"जनम अउर नामकरण कय रसम जनम के रसम तौ नाउन,बुआ,पूरा परिवार मिल के करा थीं लेकिन नामकरण कय रसम लरिका कय चाचा या तौ पंडित जी करा थीं । जनम अउर नामकरन के रसम के बाद भोज हो थय भोज मा जेहके जेतना पैसा रहय जेतना बडा प्रोग्राम करा चाहय वही हिसाब से करा थय अगर छोटा प्रोग्राम अहय तव दाल,चावल,रोटी,सब्जी,हरेरा ई सब खवाय के खतम कय दिया थीं अव बडा प्रोगाम हो थय तव एकदम बुफ़े सिस्टम के जैसे हो थय मतलब एकदम पूडी-सब्जी,पनीर बगैरह मतलब जेतना जो स्पेशल करा चाहय वोत्ता करा थें ।"
ee6ab8c2-e047-4e2e-b21b-461008cf8ba0,"जनम अउर नामकरण के रसम के समय जौन छोटा बच्चा हो थय वोहकय परिवार पूरा व्यवस्था कर थय पापा जैसे पापा-मम्मी,आजी-बाबा,चाचा पूरा परिवार मिलके खर्चा उठावा थें । नहीं । हाँ,हमरे समाज मा लडका-लडकी पहिले मिला थीं फ़िर शादी हो थय सबसे पहिले तव मम्मी-पापा मतलब लडका से मिला थीं या लडकी से मिला थी फ़िर लडका-लडकी या पूरा परिवार मिला थीं फ़िर शादी फ़िक्स हो थय अव फ़िर शादी ।"
f4298b08-e934-40dc-9d83-f34f923197b5,"हाँ,हमरे समाज मा शादी कय रसम मा सबसे पहिले लडका-लडकी ढुढा जा थय फ़िर गोदभराई हो थय फ़िर इगेजमेण्ट हो थय वोहके बाद फ़िर वरीक्षा हो थय फ़िर तिलक हो थय फ़िर शादी हो थय गौना भी हॊ थय लेकिन आजकल गौना कम हो थय तो शादी मा सबसे पहिले द्वार-पूजा हो थय,द्वार-पूजा के बाद जयमाल हो थय फ़िर खाना पीना हो थय फ़िर कन्यादान हो थय फ़िर सुबह हो थय खिचडी फ़िर थैली फ़िर परछन फ़िर बरात की विदाई ।"
37f5ab09-300c-46bb-a5ae-43bf9c6cb48b,जादातर शादी सब अपने घर पय करा थीं सब अपने गाँव के लोगन के बीच मा करा थीं घर के बाहर लेकिन आज कल कुछ लोग अहयं जौन मैरिज हाल मा भी शादी करा थीं। शादी विवाह कय रसम रात मा ही सम्पन्न हो थय दिन मा भी लोग कय सका थीं ।
a28d7606-97b7-44f2-9e19-44117b5d29b8,"बियाह से सम्बन्धित बहुत सारी रसम हो थीं जैसे द्वार-पूजा,कन्यादान जयमाल,परछ्न,चढावा फ़िर सुबह खिचडी थैली,परछ्न ई सब हो थीं सब कय उद्देश्य रहा थय शादी कराउब। लडका-लडकी का एक दूसरे से गठबन्धन कराउब एक दूसरे से मिलाउब । विवाह कय रसम पंडित जी पत्रा देख के निशिचत करा थीं कि कौने समय अव कैसे कीन जाये ।"
8478517e-3ef3-471f-8ac3-b7b77cd09132,"विवाह के रसम मा पूरा गाँव, पूरा जंवार, पूरा दोस्त,पूरा रिश्तेदार सब कोहार,बढई,लोहार, नाऊ सब न्योता जा थीं । विवाह के रसम मा पूरब के दिशा मा मुँह कयके बैठा थीं । वियाह के रसम कय जौन विधी हो थय जौन मुख्य हो थय ऊ हो थय कन्यादान,माँग मे सिन्दूर लगाना लडकी के अउर मंगलसूत्र पहनाना यही सबसे मुख्य बिधी होती है ।"
06a5a3d0-3ef8-40d8-b296-6efcf2ff0ab8,"बियाह के रसम मा लडकी के लिये सोलह सिंगार,कपडा अउर गहना इ सब लइके लडका पक्ष वाले जा थें अव लडकी पक्ष वाले दहेज के रुप मा गाडी,गहना,कैश,बरतन बहुत सारा सामान दिया थीं । बियाह के रसम जादातर पापा-मम्मी अउर भाई मिलके भाभी मिलके करा थीं ।"
6b4c4f70-6f6d-4fb3-b439-d924eb853a79,"बियाह के पहिले भी एक दिन पहिले भी मायन हो थय वोहमा भी छोटा सा भोज कीन जा थय पूरे गाँव का खाना खवावा जा थय, अव विवाह के दुसरे दिन भी खिलावा जा थय अव दुई तीन दिन तक ऐसे खवावा जा थय सब मनइन का ।"
47f8d175-09aa-4ebb-88c3-bb38d418d4f8,"बिवाह के रसम घर-परिवार के लोग मिलके पूरा खर्चा उठावा थीं पापा हैं तौ पापा भइया हैं तौ भइया या फ़िर जे केउ मेन अहय घर मा ऊ खर्चा उठावा थय पूरा । नही,एतना एनफ़ अहय जानकारी । हमरे समाज मा मृत्यु से सम्बन्धित रसम हो थय काम-क्रिया हो थय फ़िर वोकरे बाद घण्ट बंधा थय पंडित अव महा बाभन आय के घण्ट बँधवावा थीं वोहमा रोज-रोज जे करम-क्रिया,दाग देहे रहा थय ऊ पानी दे थय फ़िर वोहकी बाद ऐसे ग्यारह दिन पय श्राद्ध होत है श्राद्ध कय एक दिन गैप कयके दूसरे दिन तेरही होत है अव दूसरे दिन सब मनई मुण्डा होय जा थीं टकला होय जा थीं बाल मुडवावा थीं फ़िर श्राद्ध के दिन भी भोज हो थय तेरही के दिन भी ।"
c34a8780-77f1-460e-9a10-5b6f8908efb5,"अं मृत्यु कय रसम घर के बाहर हुआ थय । मृत्यु से सम्बन्धित कइव सारी रसम हो थय पहिले हो थय क्रिया करम फ़िर वोकरी बाद श्राद्ध फ़िर तेरही फ़िर बरखी । मृत्यु के रसम मा रिश्तेदार,गाँव,जेंवार,दोस्त सबका न्योता जा थय । मृत्यु के रसम मा दक्षिण दिशा मा मुँह कयके बैठा थें ।"
68b93564-13a2-4194-8c7d-1b3d45554ccb,"मृत्यु के रसम का गद्दा रजाई,खटिया,बिस्तरा,छाता,कपडा,चप्पल ई सब महाबाभन का दान कीन जा थय अव सीधा-वूधा दान कीन जा थय न्योता कीन जा थय । मृत्यु के रसम मा कफ़न लागा थय जौन सफ़ेद कपडा कय रहा थय वोहमन लपेट के मृतक शरीर का लय जावा जा थय अव बाँस कय ऐसे तिक्की बनाय के लेटाय के लै जावा जा थय । क्रिया-करम मा बहुत सारा सामान लागा थय जैसे गद्दा-रजाई,तकिया अगर औरती अहय तव ज्वेलरी-वैलरी साडी-वाडी ई सब लागा थय महाबाभन का दान करय का परा थय भोज करय का परा थय ।"
a7c73b78-4885-452a-8885-12faa7c43b8c,"अगर पति कय मृत्यु भय अहय तव पत्नी या बेटा मिल के करे बाप करे पत्नी कय मृत्यु भय अहय तव पति करे । मृत्यु के रसम के पहिले कोनव भोज नही होतय बाद मा श्राद्ध के दिन भोज हो थय जौन दाल-चावल,रोटी-सब्जी बना थय फ़िर तेरही के दिन खाना बना थय भोज हो थय वोहमन पूडी-सब्जी अउर गोरस बना थय ।"
040b83fa-9ead-4c6f-b36d-cd8bba2441e3,मृत्यु के रसम कय खर्चा घर-परिवार के लोग मिल के उठावा थीं । नही इतना व्योरा पर्याप्त है । जादातर जनम कय रसम हमरे हियाँ घरे पय घरे के आँगन या घर के दुआरे दिन मा ही होत अहै ।
33af0e32-f96f-4c76-aad2-ddcd2af2272d,"जनम अउर नामकरण से सम्बन्धित चार-पाँच रसम हो थीं जेहमा निकासन मुडन,अन्नप्रासन,चुण्डन,येतना शामिल रहा थय । इ सब निकासन लडका का पवित्र करय के लिये हो थय अउर सब लडका के जीवन मा कुशल-मंगल कामना के लिये हुआ थय । जनम अउर नामकरण कय दिन अउर समय हमरे खियाँ कय पंडित निश्चित करा थीं ।"
822a8389-ce40-4980-a847-41453b1c9545,अउर नामकरण के रसम मा घर के परिवार के व्यवहार के सब लोग न्योता आवा थीं । जनम अउर नामकरण के रसम मा मनई घर पय एकटठा हो थें जैसे मन कहा थय वैसे बैठा थें तव कोनव खास दिशा कय ध्यान नही रखा जात ।
5f76a690-6606-4337-9960-a7cbe0ebac7e,"जनम अउर नामकरण करय कय सारा विधी पत्रा मा पंडित के पास हो थय पंडित सारा बिधि करवावा थे । जनम अउर नामकरन के के रसम मा सब प्रकार कय बिधी,समान,चीज लागा थय जौन कि पत्रा मा लिखा हो थय अव पंडित बतावा थय अउर हमका पता है नाही ।"
04ce07fe-e723-4584-88e5-0e249f656866,लरिका कय नामकरन या तौ पंडित या तौ लरिका कय चाचा या बुआ करा थीं अउर वोहकय सारा बिधी पंडित करवावा थीं । जनम अउर नामकरन कय रसम पंडित करवावा थें । जनम अउर नामकरन के बाद अपने -अपने इच्छा के ऊपर लोग भोज करवावा थें जौने मा जौन-जौन मन कहा थय खाना बनवावा थें कोनव खा स्पेशल नही ।
93ce9e0f-a13d-4f2a-bc64-6f3bfa3edb10,"जनम अउर नामकरन के समय कय व्यवस्था सारा लरिका के घर वाले अव पिता अउर खर्चा सब घर वाले अउर पिता उठावा थें । नाही येहसे आगे हमका अउर कुछ जादा नही पता । हाँ,लडका-लडकी शादी से पहिले मिला थीं उ लडका-लडकी अव उनके घर वाले के उपर निर्भर करा थय ।"
3e34aa9b-184b-4d37-bf89-4f362e5038e5,"हमरे हियाँ लडका या लडकी कोजय कय बिधी पंडित सारा काम करवावा थे । लडका या लडकी कोजय कय जिम्मेदारी पड़ित या फ़िर लडकी के घर वाले कय जिम्मेदारी हो थय । हमरे हियाँ शादी से सम्बन्धित सगाई हलदी,मेंहदी,शादी,गवन,थवन,तमाम प्रकार कय रसम हो थय ।"
026f10cf-127c-4771-85fa-2e820493f780,"बिवाह के रसम लडकी के घर पय अउर लडका के घर पय या फ़िर मैरिज हाल मा भी शादी कीन जात है । बिवाह से सम्बन्धित लडकी खोजी जा थय पहिले वोहके बाद सगाई,मेहदी,हलदी,मायन,बियाह,गवन,थवन तमाम प्रकार कय रसम हो थय ।"
92e6098e-c3eb-485e-9e45-bedfa6cb1a1e,"बियाह के रसम कय दिन अउर समय पंडित जी निश्चित करा थें जौन की पत्रा से देख के निश्चित करा थें । विवाह के रसम मा सारे रिश्तेदार,परिवार, व्यवहार,समाज के सारे लोग,व्योता आवा थें । विवाह के रसम मा लडकी-लडका पूरब के तरफ़ मुँह कयके बैठा थें बाकी आदमी जौनी तरफ़ मन कहय मुँह कयके बैठा थें। कोनव खास दिशा निश्चित नही होत ।"
137c642d-52c8-4ffe-b507-9fa2893414cf,विवाह के रसम कय बिधी सारा पंडित करवावा थें । विवाह के रसम मा तमाम प्रकार कय सामान लागा थय जैसे बहुत कुछ लागा थय जैसे पंडित बतावा थें अउर येहसे जादा हमका कुछ पता है नाही । विवाह के रसम मा तमाम प्रकार के आदमी शामिल हुआ थीं मुख्यत: पंडित करवा थें सारी रसम ।
c5921e7a-f0f0-4fde-8807-231d3226b8a8,"विवाह के पहिले भी भोज हो थय मायन के दिन,बिवाह के दिन भी भोज हो थय विवाह के बाद भी भोज हो थय। 
भोज मा खाना बहुत प्रकार कय बनवावा जा थय जैसे जेहकय मन कहा थय अपने हिसाब से बनवावा थें ।"
579a3e93-90a6-48c3-9382-d1840e48e77c,"विवाह के रसम कय सारी व्यवस्था लडकी के पिता करा थें अउर खर्चा भी वही उठावा थें । विवाह से सम्बन्धित जेतनी जानकारी हमरे पास रही हम सारा साझा कय चुका अही येहसे जादा जानकारी हमरे पास नही ना माफ़ी चाही थे । हमरे समाज मा मृत्यु से सम्बन्धी श्राद्ध,तेरही,बरखी,और,अउर भी रसम हो थीं ।"
dc2322cd-522c-4052-bc5e-793bc39d5496,"मृत्यु के रसम मनई आदमी आस-पास कोनव जगह पय भी करा थय या फ़िर आदमी कहीं नदी गंगा नदी कय घाट या नदी पय लय जा थय । मृत्यु से सम्बन्धित श्राद्ध,तेरही,बरखी,गरुण,पुराण के पाठ तमाम प्रकार कय रसम हो थय जिनकय उद्देश्य मनई के आत्मा कय शान्ति के लिए । मृत्यु के रसम मा व्यवहार,परिवार,नात-बात सबका न्योता जा थय ।"
9f272b36-a190-4d77-b9a9-c3593b205c26,मृत्यु के रसम मा मनई दक्खिन के तरह मुँह कयके बैठा थे । मृत्यु के रसम कय विधी सारा पंडित करवावा थें । मृत्यु के रसम मा तमाम प्रकार कय सामान अउर लागा थय जौन की पंडित बतावा थें वोहका दुकान से लावा जा थय ।
90be2441-b18e-40b9-9e28-554ba42a5cff,मृत्यु कय रसम दाग दियय वाला आदमी करा थय जैसे कि मृत आदमी कय पुत्र या बडा भाई । मृत्यु के रसम मा तेरही के दिन भी भोज हो थय श्राद्ध के दिन कच्चा खाना बना थय जैसे कि दाल-चावल भात वगैरह अउर बरखी मा भी भोज हो थय ।
874c991e-cb9b-4aab-98b1-583b0206900c,मृत्यु के रसम कय सारा खर्चा मृत आदमी कय परिवार वाले उठावा थें । येहसे जादा कोनव व्योरा हमरे पास नही ना मृत्यु के रसम से सम्बन्धित माफ़ी चाही थे । जादातर जनम के बाद अउर नामकरन जौन अहय ई नवये जन्म भये के नवये दिन बाद या दसयें दिन बाद नही केहू-केहू कय सातयें महिना मा अन्नप्राशन कराय के बाद लगभग बारा बजे या एक बजे के बीच मा दोपहर मा सबकय लरिकन कय नामकरन कीन जात अहै अउर अपने-अपने घरे मा कीन जात हैं कोनव विशेष जगह येहकय कौनव निर्धारित नही ना सबकय आपन घरेन मा ही नामकरन कीन जात है । अउर जनम कय भी रसम वही घरेन मा कीन जात हैं ।
a4b11109-d63d-4fe3-8200-e932de9a1624,"जनम अउर नामकरन कय सम्बन्धित मान के चला छट्ठी,निकासन,अन्नप्रासन,यही सब अहयं । छट्ठी कय उद्देश्य इ अहय की पूर्णतया जच्चा,बच्चा कय सफ़ाई हुअय। निकासन कय उददेश्य ई अहय कि पूरा घर साफ़-सुथरा हो थय। अव अन्नप्रासन कय मतलब ई अहय की लरिका के मोहे मा अन्न डाय के वोहकय अन्नप्रासन करावा जा थय ।"
1eca671b-cf8a-4018-a923-4c6035137d1e,"जनम भये के बाद तीसरे दिन घरे कय आपन जच्चा-बच्चा कय साफ़-सफ़ाई अउर वोहके बाद छठयें दिन छठ्ठी नवयें या दसयें दिन निकासन । अव वोहके बाद केहू-केहू कय निकासने मा नाव धाराय दीन जात है नामकरन कराय दीन जात है। अउर केहू-केहु वोहके सातयें महीना मा अन्नप्रासन कराये के बाद उनकय वही लगते नामकरन कराय दीन जात है। पड़ितय द्वारा ई सब निशिचत कीन जात है। छठयें दिन छठ्ठी नवयें या दसयें दिन जौन अहय निकासन ,सात महीना बाद अन्नप्रासन। इहय सब उद्देश्य अहय ।"
cbbbb851-4d74-41f0-990d-c67c7a19bb79,"जनम भये के बाद बहिन बिटिया काका,दादा,आस-परोस कय परिवार जन सब न्योते आवा थें अव वोनही सब कय वही निकासने मा निकासन कय रसम रहा थय वही मा सब कय न्योता कीन जात है अव सबका न्योता बोलावा जा थय ।"
504c6bd9-632f-4444-8e3b-edb7dae73c1e,जनम अउर नामकरन के समय जच्चा-बच्चा कय मुँह पुरुब का पूरब का मुँह कयके सबका बैठावा जा थय अव कोनव वोहकय बिशेष समय नही होतय समय निशिचित हो थय मान के चला की बारा के पहिले-पहिले निकासन होय जाय का चाही ।
4906cc07-9de4-40cf-abbd-08a3575559f4,"जनम अउर नामकरन के समय अव बिधी जैसे जनम भवा, जनम के पहिले जच्चा-बच्चा कय दर-दवाई जनम भये के बाद तीसरे दिन साफ़-सफ़ाई छठयें दिन छठठी अउर दसयें दिन नवयें दिन निकासन कय रसम रखी जात है अउर वही दिन नामकरनव कराय दीन जात है । निकासन भवा पूरुब का जच्चा-बच्चा का मुंह कराय के बैठावा जा थय विधि-विधान से जैसे उनकय लरिका कय चाचा जे होय़ उनकय महतारी के ऊपर कजरउटा वगैरह रख के बैठा जा थय मेहरारुवय गाना गावा थीं यही सब विशेष रसम हुआ थीं ।"
a5410df9-2c48-41ce-bce4-aa4d472d4e84,"लरिका कय जनम भये के बाद लोहबान,पियरा,इ सब झाराय के रक्खा जात है जेहसे लरिका का टोना-टापर ना लागय। लरिका के मुडवारिन के कजरउटा रक्खा जा थय। अउर नामकरन मा जैसे उनके आजा कय जरुरत पडा थय वोनही नामकरन करावा थे। अउर बिशेष प्रावधन मा जौन खावावा पियावा जाय ऊ उनमा सबमा जौन खावावय-पियावय वाली जौन चीज रहा थय वोहकय आवश्यकता परा थय। सब सामान का एकट्ठा कराय के निकासन वगैरह कराय के सब व्यवस्था कराई जा थय ।"
d68c73bc-df45-4e2e-9d7a-ed7e45d9a7b0,लरिका कय नाम उनकय आजा अर्थात बाप कय बाप करा थें अउर पंडित द्वारा साइत बताये के बाद वही साइत पय जाय के उनके आजा लरिका के काने मा बहुत चुप्पे से बतावा थें। यही तरह नामकरन होत है ।
5c7cb19d-cda8-4f4e-b897-86b76a7e6149,जनम कय रसम लरिका कय आजी अव लरिका कय महतारी करा थीं । नामकरन लरिका कय आजा करा थें अर्थात बाप कय बाप करा थें अउर रसम मा इ अहय कि जैसे जौने दिन निकासन होये वही दिन लरिका के चाचा कय आवश्यकता परा थय। लरिका के महतारी के ऊपर उनकय चाचा कजरौटा धय के बैठा थें वोहके बाद आजा उनके आवा थें लरिका के काने मा चुप्पे बतावा थें लरिका कय नाम!वही तरह लरिका कय नामकरन हुआ थय ।
